"uuid","match_id","puuid","win_label","champion_name","team_position","side","patch","team_first_blood","enemy_first_blood","first_blood_advantage","team_first_dragon","enemy_first_dragon","first_dragon_advantage","team_first_grub","enemy_first_grub","first_grub_advantage","team_first_herald","enemy_first_herald","first_herald_advantage","team_first_tower","enemy_first_tower","first_tower_advantage"
"NA1_5551679320_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5551679320","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",0,"AurelionSol","MIDDLE","blue","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,0,0,0,0,1,-1
"NA1_5551645587_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5551645587","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Zed","MIDDLE","red","16.9.772.1032",1,0,1,1,0,1,1,0,1,0,1,-1,1,0,1
"NA1_5551621100_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5551621100","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",0,"Singed","MIDDLE","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551590190_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5551590190","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Senna","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5551328826_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5551328826","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",0,"TwistedFate","MIDDLE","blue","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551304373_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5551304373","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"XinZhao","MIDDLE","red","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5550839965_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5550839965","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Brand","MIDDLE","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,1,0,1,0,1,-1
"NA1_5550821461_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5550821461","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Karthus","MIDDLE","red","16.9.772.1032",1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
"NA1_5550800286_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5550800286","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Karthus","MIDDLE","red","16.9.772.1032",1,0,1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5550776552_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5550776552","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"XinZhao","MIDDLE","red","16.9.772.1032",1,0,1,0,1,-1,1,0,1,1,0,1,0,1,-1
"NA1_5550756906_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5550756906","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"XinZhao","MIDDLE","blue","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5550744951_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5550744951","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Naafiri","MIDDLE","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,0,0,0,1,0,1
"NA1_5550619297_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5550619297","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Ryze","MIDDLE","red","16.9.771.8383",1,0,1,0,1,-1,1,0,1,1,0,1,1,0,1
"NA1_5550605071_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5550605071","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",0,"Vladimir","MIDDLE","blue","16.9.771.8383",1,0,1,1,0,1,1,0,1,0,1,-1,1,0,1
"NA1_5550095827_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5550095827","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Viktor","MIDDLE","red","16.9.771.8383",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5549358801_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5549358801","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",0,"Lissandra","MIDDLE","red","16.8.766.8562",0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0
"NA1_5549337639_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5549337639","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Nocturne","JUNGLE","blue","16.8.766.8562",0,1,-1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5548147191_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5548147191","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Ahri","MIDDLE","blue","16.8.766.8562",1,0,1,1,0,1,0,1,-1,0,0,0,1,0,1
"NA1_5548117648_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5548117648","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",0,"Nocturne","JUNGLE","red","16.8.766.8562",0,1,-1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5548094268_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5548094268","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",0,"KogMaw","MIDDLE","red","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,0,1,-1,1,0,1
"NA1_5548070396_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5548070396","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Jinx","BOTTOM","blue","16.8.766.8562",1,0,1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5546403371_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5546403371","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Annie","MIDDLE","red","16.8.766.8562",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5546356244_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5546356244","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Syndra","MIDDLE","red","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5546317244_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5546317244","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",1,"Ahri","MIDDLE","blue","16.8.766.8562",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5545133363_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5545133363","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",0,"TwistedFate","MIDDLE","blue","16.8.766.8562",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5545100453_uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg","NA1_5545100453","uXkmW_gcPZOGbDfkryCA0ksxWTkho9BrtT0EZx8DL-OtmEB_Y0CwJEFVTQ6vOUEnkF6r3MRRWvW3Xg",0,"TwistedFate","MIDDLE","blue","16.8.766.8562",1,0,1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5552424044_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552424044","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Caitlyn","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
"NA1_5552389003_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552389003","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Caitlyn","BOTTOM","red","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5552354032_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552354032","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Jhin","BOTTOM","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,0,1,-1,0,1,-1
"NA1_5552326422_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552326422","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Caitlyn","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5552306746_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552306746","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Ezreal","BOTTOM","blue","16.9.772.1032",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5552275228_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552275228","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Draven","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5552247689_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552247689","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Jhin","BOTTOM","red","16.9.772.1032",1,0,1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5552215788_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552215788","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Kaisa","BOTTOM","red","16.9.772.1032",0,1,-1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5552184685_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552184685","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Caitlyn","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5552054807_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552054807","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Lucian","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,0,1,-1,0,0,0,0,1,-1
"NA1_5552042164_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552042164","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Hwei","MIDDLE","blue","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,0,0,0,0,1,-1
"NA1_5552020042_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5552020042","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Ambessa","TOP","blue","16.9.772.1032",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5551996370_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551996370","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Jhin","BOTTOM","blue","16.9.772.1032",1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
"NA1_5551979442_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551979442","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Jhin","BOTTOM","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551964100_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551964100","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Jhin","BOTTOM","blue","16.9.772.1032",1,0,1,0,1,-1,1,0,1,0,0,0,1,0,1
"NA1_5551950494_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551950494","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Malzahar","MIDDLE","red","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,0,0,0,1,-1
"NA1_5551937804_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551937804","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Sivir","BOTTOM","blue","16.9.772.1032",1,0,1,1,0,1,1,0,1,0,1,-1,0,1,-1
"NA1_5551922757_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551922757","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Viktor","MIDDLE","blue","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5551724206_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551724206","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Jhin","BOTTOM","blue","16.9.772.1032",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5551698781_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551698781","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Jhin","BOTTOM","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,1,0,1,1,0,1
"NA1_5551666014_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551666014","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Jhin","BOTTOM","blue","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,-1
"NA1_5551629179_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551629179","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Jhin","BOTTOM","red","16.9.772.1032",0,1,-1,1,0,1,0,1,-1,1,0,1,1,0,1
"NA1_5551592725_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551592725","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Jhin","BOTTOM","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,1,0,1,0,1,-1
"NA1_5551551947_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551551947","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Jhin","BOTTOM","blue","16.9.772.1032",0,1,-1,1,0,1,1,0,1,0,1,-1,1,0,1
"NA1_5551498788_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551498788","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Jhin","BOTTOM","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551466480_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551466480","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Smolder","BOTTOM","red","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,1,0,1,0,1,-1
"NA1_5551438245_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551438245","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Smolder","BOTTOM","blue","16.9.772.1032",0,1,-1,0,1,-1,1,0,1,0,1,-1,0,1,-1
"NA1_5551420397_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551420397","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Smolder","BOTTOM","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,1,-1,1,0,1
"NA1_5551398363_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551398363","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Ezreal","BOTTOM","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551338837_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551338837","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Caitlyn","BOTTOM","red","16.9.772.1032",1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
"NA1_5551244610_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551244610","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",1,"Caitlyn","BOTTOM","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
"NA1_5551233665_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551233665","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Lucian","BOTTOM","blue","16.9.772.1032",1,0,1,0,1,-1,1,0,1,0,1,-1,1,0,1
"NA1_5551225690_OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA","NA1_5551225690","OOVNrvWoIvsJbeEAVDTCpOwgkzGGQ7p4362psq_br5LzDgPML9tjNHI0WJhgmge4l4Wc0PEJyLmZWA",0,"Smolder","BOTTOM","blue","16.9.772.1032",0,1,-1,0,1,-1,0,1,-1,0,1,-1,0,1,-1
